Localidade de aplicação do recurso;Ano da Emenda;Tipo de Emenda;Autor da Emenda;Número da Emenda;Código da Emenda;Favorecido;UF DO FAVORECIDO;MUNICÍPIO DO FAVORECIDO;UG;Órgão;Órgão Superior;Grupo de Despesa;Elemento de Despesa;Modalidade de Despesa;Plano Orçamentário;Programa Orçamentário;Ação Orçamentária;Subtítulo (Localizador);Função (Área de Atuação);Subfunção (Especificação da Área de Atuação);Possui Convênio?;Valor Empenhado;Valor Pago;Parlamentar_Limpo;codigo_ibge_mapa;codigo_ibge_ips;faixa_prioridade;QT_VOTOS;municipio;municipio_normalizado;tipo_destinacao;idhm;ivs;deficit_idhm;ips_prioridade;tipo_registro;fonte_territorializacao;status_reconciliacao;linhas_pagamento;codigos_distintos;parlamentares_distintos;observacao_metodologica
SÃO VALENTIM DO SUL - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALENTIM DO SUL;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319711;4319711;Baixa Prioridade;28.0;SÃO VALENTIM DO SUL;SAO VALENTIM DO SUL;Sem pagamento municipalizado;0.764;0.146;0.236;0.191;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319737;4319737;Sem classificação;8.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319737;4319737;Sem classificação;1.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319737;4319737;Sem classificação;3.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4319737;4319737;Sem classificação;4.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319737;4319737;Sem classificação;2.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4319737;4319737;Sem classificação;8.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319737;4319737;Sem classificação;64.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4319737;4319737;Sem classificação;12.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319737;4319737;Sem classificação;11.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VALÉRIO DO SUL - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VALÉRIO DO SUL;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319737;4319737;Sem classificação;7.0;SÃO VALÉRIO DO SUL;SAO VALERIO DO SUL;Sem pagamento municipalizado;0.642;;0.358;;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319752;4319752;Baixa Prioridade;13.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319752;4319752;Baixa Prioridade;14.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4319752;4319752;Baixa Prioridade;24.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319752;4319752;Baixa Prioridade;23.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4319752;4319752;Baixa Prioridade;103.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319752;4319752;Baixa Prioridade;24.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;MAURICIO MARCON;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;MAURICIO MARCON;4319752;4319752;Baixa Prioridade;108.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;POMPEO DE MATTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;POMPEO DE MATTOS;4319752;4319752;Baixa Prioridade;1.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;REGINETE BISPO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;REGINETE BISPO;4319752;4319752;Baixa Prioridade;1.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VENDELINO - RS;2025;Sem pagamento municipalizado;ZUCCO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VENDELINO;;;;;;;;;;;;;;0.0;0.0;ZUCCO;4319752;4319752;Baixa Prioridade;36.0;SÃO VENDELINO;SAO VENDELINO;Sem pagamento municipalizado;0.754;0.106;0.246;0.176;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;ALCEU MOREIRA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;ALCEU MOREIRA;4319802;4319802;Alta Prioridade;193.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;ANY ORTIZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;ANY ORTIZ;4319802;4319802;Alta Prioridade;36.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;DAIANA SANTOS;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;DAIANA SANTOS;4319802;4319802;Alta Prioridade;15.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;DANRLEI DE DEUS HINTERHOLZ;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;DANRLEI DE DEUS HINTERHOLZ;4319802;4319802;Alta Prioridade;7.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;FERNANDA MELCHIONNA;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;FERNANDA MELCHIONNA;4319802;4319802;Alta Prioridade;124.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;HEITOR SCHUCH;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;HEITOR SCHUCH;4319802;4319802;Alta Prioridade;47.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;LUCAS REDECKER;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;LUCAS REDECKER;4319802;4319802;Alta Prioridade;15.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;LUIZ CARLOS BUSATO;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;LUIZ CARLOS BUSATO;4319802;4319802;Alta Prioridade;4.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
SÃO VICENTE DO SUL - RS;2025;Sem pagamento municipalizado;MARCEL VAN HATTEM;;Sem pagamento municipalizado;Sem pagamento municipalizado;RS;SÃO VICENTE DO SUL;;;;;;;;;;;;;;0.0;0.0;MARCEL VAN HATTEM;4319802;4319802;Alta Prioridade;104.0;SÃO VICENTE DO SUL;SAO VICENTE DO SUL;Sem pagamento municipalizado;0.685;0.244;0.3149999999999999;0.2794999999999999;voto_sem_pagamento_municipalizado;"Linha eleitoral complementar; não representa pagamento de emenda";Não se aplica;0;0;1;Linha criada para preservar o universo eleitoral completo. Possui votos de 2022, mas Valor Pago igual a zero porque não houve pagamento municipalizado oficial para este parlamentar neste município.
